timestamp,open,high,low,close,volume
2019-07-24,19.3000,19.6500,19.1900,19.5600,4089519
2019-07-23,19.2500,19.4300,18.7000,19.2800,8120638
2019-07-22,18.9900,19.1950,18.8800,18.9600,5995035
2019-07-19,19.2000,19.4000,18.9100,18.9100,2752266
2019-07-18,19.1200,19.3372,19.0400,19.2200,2827691
2019-07-17,19.4700,19.5000,19.0300,19.0800,4105328
2019-07-16,18.8200,19.5900,18.8200,19.5000,5237595
2019-07-15,18.9400,18.9950,18.7100,18.7300,3712984
2019-07-12,18.6600,18.9500,18.6100,18.8700,3168456
2019-07-11,19.0000,19.0664,18.6350,18.6900,4394115
2019-07-10,19.1400,19.2450,18.9200,18.9400,2698262
2019-07-09,19.3400,19.5000,18.9400,18.9900,4355268
2019-07-08,19.2800,19.5000,19.1700,19.4600,2520851
2019-07-05,19.0900,19.2800,19.0000,19.1900,1733680
2019-07-03,18.8300,19.3200,18.8300,19.1300,2052456
2019-07-02,18.6800,19.0150,18.4800,18.7900,3759314
2019-07-01,18.6900,18.7900,18.5100,18.6000,2972501
2019-06-28,18.2700,18.6500,18.2700,18.4900,5656533
2019-06-27,18.1800,18.4300,18.1000,18.2700,5094870
2019-06-26,18.3300,18.4200,18.0800,18.1000,4100547
2019-06-25,18.4600,18.6350,18.2700,18.3100,4459160
2019-06-24,18.6900,18.8000,18.3400,18.4500,4085553
2019-06-21,18.7700,19.0950,18.5850,18.5900,6367926
2019-06-20,19.2500,19.2900,18.7300,18.8800,3319347
2019-06-19,19.1700,19.4400,19.0400,19.0500,3158805
2019-06-18,19.6000,19.6350,19.2500,19.2600,3750026
2019-06-17,19.3800,19.5800,19.2001,19.3900,3627853
2019-06-14,19.4100,19.5975,19.2200,19.3500,3803521
2019-06-13,19.3400,19.6800,19.2500,19.4400,6429719
2019-06-12,19.1100,19.2700,18.8600,19.2400,4621426
2019-06-11,19.0000,19.2400,18.7600,19.0900,6723734
2019-06-10,18.4300,18.7300,18.2300,18.2500,2505051
2019-06-07,18.1500,18.4900,18.1100,18.3000,3872547
2019-06-06,18.0900,18.1900,17.8250,17.9200,4572543
2019-06-05,17.9400,18.2000,17.9400,18.1300,4127282
2019-06-04,17.3700,17.8250,17.3500,17.8100,3230428
