timestamp,open,high,low,close,volume
2019-07-24,53.3000,58.6100,53.1250,57.9400,16163203
2019-07-23,47.1500,48.2300,47.0100,48.0900,2831230
2019-07-22,46.4000,47.2500,46.3900,46.8400,1815563
2019-07-19,46.2900,46.5800,45.7800,45.9600,1436363
2019-07-18,45.1500,46.3150,44.8500,46.3000,2360138
2019-07-17,45.4600,45.7548,44.8000,45.0900,1770933
2019-07-16,45.1800,45.8632,43.7880,45.1600,2547394
2019-07-15,46.4800,46.7400,46.1000,46.4800,1513537
2019-07-12,45.2700,46.3450,45.2300,46.2600,1401805
2019-07-11,45.8900,46.0000,44.5842,45.2700,2171116
2019-07-10,46.8500,47.4900,45.7400,45.9200,2452612
2019-07-09,46.2000,46.5800,45.7050,46.3500,2416296
2019-07-08,46.6300,46.9900,46.3100,46.6500,1501828
2019-07-05,46.9600,47.1600,46.2800,46.9100,1370287
2019-07-03,47.6600,47.7100,46.9500,47.3000,1039880
2019-07-02,48.5700,48.6800,47.3950,47.5500,1474812
2019-07-01,49.4000,49.7700,48.3800,48.8300,2530832
2019-06-28,47.0300,48.1200,46.8900,47.9100,5009066
2019-06-27,46.2600,46.9800,46.2600,46.6500,1241226
2019-06-26,46.2300,46.8000,45.6750,45.9400,1296388
2019-06-25,46.4400,46.8700,45.4300,45.4500,1422920
2019-06-24,45.9300,46.4000,45.9300,46.2300,987866
2019-06-21,45.9200,46.2100,45.7700,46.0500,2304241
2019-06-20,46.3800,46.5000,45.5900,46.2000,1047975
2019-06-19,46.1600,46.1900,45.4400,45.4700,1357583
2019-06-18,44.1000,45.8725,44.1000,45.8200,1725419
2019-06-17,44.0000,44.7500,43.7000,44.0900,1694015
2019-06-14,44.4000,44.4200,43.4600,44.0300,1733253
2019-06-13,45.7300,46.0500,44.7700,45.0900,1617674
2019-06-12,46.6600,46.7500,45.4100,45.4500,1546404
2019-06-11,47.6600,47.9317,46.9200,47.3600,1614665
2019-06-10,45.6600,47.2300,45.6600,46.9100,2702908
2019-06-07,45.1000,45.5200,44.9000,45.2100,1742957
2019-06-06,44.7400,45.1600,44.4800,44.8900,1995014
2019-06-05,44.5700,44.7900,43.6100,44.5400,1901594
2019-06-04,42.8900,44.3800,42.5300,44.3200,2226924
2019-06-03,42.4500,42.8950,41.8900,42.3000,1700319
2019-05-31,42.0200,42.9300,41.9800,42.1400,2178820
2019-05-30,42.3800,43.3100,42.3800,42.5500,1508410
2019-05-29,41.1200,42.3700,40.9200,42.3200,2195807
2019-05-28,41.8800,42.1600,41.3300,41.6000,1804468
2019-05-24,42.5400,42.8900,41.8500,41.8900,2065628
